Titulo,Review,Calificacion,FechaEstadia,Ciudad,Atraccion,TituloReview,Sentimiento,SentimientoHF
Great House Museum,"You come to this museum if you are interested in learning about the Great Mexican painter Frida Kalho and the world famous painter Diego Rivera her husband.  When Frida died her house that she shared with Diego for 25 years was opened  to the public.  A visit here requires advance purchased tickets and because the house rooms are small, timed entrances.   When you come you are directed through the rooms of her/their house and then into the gardens.  In a separate area there is another small exhibition area where Frida’s clothes are displayed.  There is also a small snack shop on the property.  As Frida and Diego spent so much time here and were international figures with many friends, the house reflects so much of their personality.  We spent 1.5 hours here.  The tickets you purchase (seniors get free entrance), also allow you to visit for free the Museo Anachuacalli.  Anachuacalli is a museum built by Diego and Frida to house his collection of Precolumbian Art.  The art collection is good but the museum architecture is the real reason for a visit.  Built like a temple building you might find at Teotihucan, it is quite unique and provides a view over Mexico City.   If you are staying in downtown Mexico City, keep in mind that the Khalo house (aka Casa Azul) is 25 minutes away in Coyacan and the Anachuacalli is 13 minutes by car further out of town.  So if you wish to do both, plan on doing so in one day.  Lastly, if you are a history buff don’t miss the Leon Trotsky house which is a few blocks away from the Khalo House.  Leon Trotsky was assassinated in his house and it can be visited.",5,2024-09-01,Cdmx,Museo Frida Kahlo,"Great House Museum. You come to this museum if you are interested in learning about the Great Mexican painter Frida Kalho and the world famous painter Diego Rivera her husband.  When Frida died her house that she shared with Diego for 25 years was opened  to the public.  A visit here requires advance purchased tickets and because the house rooms are small, timed entrances.   When you come you are directed through the rooms of her/their house and then into the gardens.  In a separate area there is another small exhibition area where Frida’s clothes are displayed.  There is also a small snack shop on the property.  As Frida and Diego spent so much time here and were international figures with many friends, the house reflects so much of their personality.  We spent 1.5 hours here.  The tickets you purchase (seniors get free entrance), also allow you to visit for free the Museo Anachuacalli.  Anachuacalli is a museum built by Diego and Frida to house his collection of Precolumbian Art.  The art collection is good but the museum architecture is the real reason for a visit.  Built like a temple building you might find at Teotihucan, it is quite unique and provides a view over Mexico City.   If you are staying in downtown Mexico City, keep in mind that the Khalo house (aka Casa Azul) is 25 minutes away in Coyacan and the Anachuacalli is 13 minutes by car further out of town.  So if you wish to do both, plan on doing so in one day.  Lastly, if you are a history buff don’t miss the Leon Trotsky house which is a few blocks away from the Khalo House.  Leon Trotsky was assassinated in his house and it can be visited.",Positivo,Positivo
Nada que ver en este lugar.,"Caro y sin chiste. Frida era una muy mala artista pero le han dado un hype increíble e inmerecido. el lugar es pequeño, lo recorres en media hora y siempre esta atiborrado de extranjeros. un lugar caótico y caro.PD. mejor vayan al Museo Anahuacalli si quieren ver arte de verdad.",1,2023-10-01,Cdmx,Museo Frida Kahlo,"Nada que ver en este lugar. Caro y sin chiste. Frida era una muy mala artista pero le han dado un hype increíble e inmerecido. el lugar es pequeño, lo recorres en media hora y siempre esta atiborrado de extranjeros. un lugar caótico y caro.PD. mejor vayan al Museo Anahuacalli si quieren ver arte de verdad.",Negativo,Negativo
Museo original de Frida,Si visitan la Ciudad de México tienen que pasar absolutamente para el sur de la ciudad en Coyoacán a visitar la casa azul de Frida Kahlo,5,2023-10-01,Cdmx,Museo Frida Kahlo,Museo original de Frida. Si visitan la Ciudad de México tienen que pasar absolutamente para el sur de la ciudad en Coyoacán a visitar la casa azul de Frida Kahlo.,Positivo,Positivo
Precioso lugar,Vale la pena visitarloc las pinturas de frida muy bonitas y sus cosas siguen en las habitaciones como ella las tenia. Mucha historia y los alrededores muy pintorescos.,3,2024-08-01,Cdmx,Museo Frida Kahlo,Precioso lugar. Vale la pena visitarloc las pinturas de frida muy bonitas y sus cosas siguen en las habitaciones como ella las tenia. Mucha historia y los alrededores muy pintorescos.,Neutro,Positivo
Tour privado con Maite en el Museo Frida Kahlo,"Nuestra Guía Maite hizo un trabajo maravilloso en el Museo Frida Kahlo. Ella era minuciosa, conocedora y articulada, así como amable. Disfrutamos mucho de nuestra visita.",5,2024-08-01,Cdmx,Museo Frida Kahlo,"Tour privado con Maite en el Museo Frida Kahlo. Nuestra Guía Maite hizo un trabajo maravilloso en el Museo Frida Kahlo. Ella era minuciosa, conocedora y articulada, así como amable. Disfrutamos mucho de nuestra visita.",Positivo,Positivo
Increíble museo,"Es un museo buenísimo, con mucha historia y encanto de una de las artistas más importantes para los mexicanos, está genial.",5,2024-07-01,Cdmx,Museo Frida Kahlo,"Increíble museo. Es un museo buenísimo, con mucha historia y encanto de una de las artistas más importantes para los mexicanos, está genial.",Positivo,Positivo
Lindísimo,"Lindísimo museo, está muy bonito, tiene una atmósfera distinta a cualquier otro museo al que haya ido, yo lo amé totalmente.",5,2024-06-01,Cdmx,Museo Frida Kahlo,"Lindísimo. Lindísimo museo, está muy bonito, tiene una atmósfera distinta a cualquier otro museo al que haya ido, yo lo amé totalmente.",Positivo,Positivo
Gran museo,"Me encantó visitar el Museo Frida Kahlo, la verdad, he de decir, que el precio me pareció algo elevado, pero el museo en sí me gustó bastante.",4,2024-07-01,Cdmx,Museo Frida Kahlo,"Gran museo. Me encantó visitar el Museo Frida Kahlo, la verdad, he de decir, que el precio me pareció algo elevado, pero el museo en sí me gustó bastante.",Positivo,Positivo
maravilloso,"Me encanta el museo y también me encanta la zona en la que se encuentra, super recomendable de visitar cualquier día del año",5,2024-06-01,Cdmx,Museo Frida Kahlo,"maravilloso. Me encanta el museo y también me encanta la zona en la que se encuentra, super recomendable de visitar cualquier día del año.",Positivo,Positivo
Muy buena experiencia.,"Había pospuesto mi visita, pero me encantó venir aquí. Es un must visitar este museo para conocer más de la gran artista que fue Frida.  Vayan con tiempo, porque sí se llena el lugar.",5,2024-06-01,Cdmx,Museo Frida Kahlo,"Muy buena experiencia. Había pospuesto mi visita, pero me encantó venir aquí. Es un must visitar este museo para conocer más de la gran artista que fue Frida.  Vayan con tiempo, porque sí se llena el lugar.",Positivo,Positivo
Buena experiencia,"Me parece un lugar hermoso y que es mandatorio visitar, pero me parece que sus precios son demasiado elevados, :( no obstante, sí vale la pena",4,2024-05-01,Cdmx,Museo Frida Kahlo,"Buena experiencia. Me parece un lugar hermoso y que es mandatorio visitar, pero me parece que sus precios son demasiado elevados, :( no obstante, sí vale la pena.",Positivo,Positivo
Museo grandioso,El mejor museo en el que he estado en mi viaje por México. Tienen todo lo necesario para conocer más de Frida. Vayan con tiempo porque es grandioso.,5,2024-03-01,Cdmx,Museo Frida Kahlo,Museo grandioso. El mejor museo en el que he estado en mi viaje por México. Tienen todo lo necesario para conocer más de Frida. Vayan con tiempo porque es grandioso.,Positivo,Positivo
"Vayan a verlo, vale la pena.","Muchos objetos que pertenecieron a la pintora, pero pocos cuadros. Uno ahi puede ver el caracter excepcional que tenia Frida, lo que sufrio durante su vida debido a la polio y al accidente.",4,2024-05-01,Cdmx,Museo Frida Kahlo,"Vayan a verlo, vale la pena. Muchos objetos que pertenecieron a la pintora, pero pocos cuadros. Uno ahi puede ver el caracter excepcional que tenia Frida, lo que sufrio durante su vida debido a la polio y al accidente.",Positivo,Positivo
An eccentric Icon,"The museum demands pre.online ticket booking. On the spot tickets are impossible to get. Even with prior appointment, 15-30 minutes of wait is possible. It has lots of items: family photos, school progress reports, newspaper articles, beds, clothes and dresses, crutches and vessels. Amidst all these are just a few surreal paintings of real beauty. They speak for the talent of the artist, condone the stories of hysterics, malingerings and peculiarities. ",4,2024-05-01,Cdmx,Museo Frida Kahlo,"An eccentric Icon. The museum demands pre.online ticket booking. On the spot tickets are impossible to get. Even with prior appointment, 15-30 minutes of wait is possible. It has lots of items: family photos, school progress reports, newspaper articles, beds, clothes and dresses, crutches and vessels. Amidst all these are just a few surreal paintings of real beauty. They speak for the talent of the artist, condone the stories of hysterics, malingerings and peculiarities.",Positivo,Positivo
Vistas azules,Este lugar sí que es lindo y te cuenta todo de Frida. La verdad sí recomiendo que vayan. Sólo lleven con qué cubrirse porque hace mucho calor,5,2024-02-01,Cdmx,Museo Frida Kahlo,Vistas azules. Este lugar sí que es lindo y te cuenta todo de Frida. La verdad sí recomiendo que vayan. Sólo lleven con qué cubrirse porque hace mucho calor.,Positivo,Neutro
"Bonito, pero muy lleno","Es un completo viacrucis sacar un boleto para asistir, pues el tiempo de espera es hasta de dos meses. Ya dentro es un museo espectacular.",3,2024-05-01,Cdmx,Museo Frida Kahlo,"Bonito, pero muy lleno. Es un completo viacrucis sacar un boleto para asistir, pues el tiempo de espera es hasta de dos meses. Ya dentro es un museo espectacular.",Neutro,Positivo
