Titulo,Review,Calificacion,FechaEstadia,Ciudad,Atraccion,TituloReview,TituloReviewLimpio,SentimientoPorCalificacion,SentimientoPorHF,SentimientoPorCardiff,SubjetividadConHF,SubjetividadConFrases,SubjetividadConLLM,TopicoConBERTopic,TopicoConFASTopic,labels_parsed,num_labels,TopicoConLLM_gpt-4o-mini,TopicoConLLM_gpt-4.1-mini
Vistas increíbles,"Hermosa vista: caminata extenuante alrededor de 300 escalones, es decir, después de subir una colina con una pendiente pronunciada, vale la pena",5,2023-01-01,Puerto_vallarta,Mirador De La Cruz,"Vistas increíbles. Hermosa vista: caminata extenuante alrededor de 300 escalones, es decir, después de subir una colina con una pendiente pronunciada, vale la pena.",vistas vista caminatar alrededor de escalón es decir despu de subir uno colina con uno pendiente valer el pena,Positivo,Positivo,Positivo,Subjetivo,Subjetivo,Mixta,,,[8],1,[8],[8]
Impresionantes vistas.,Es una caminata difícil pero vale la pena por las vistas y las fotografías. Bueno para el corazón y el alma.,5,2023-01-01,Puerto_vallarta,Mirador De La Cruz,Impresionantes vistas. Es una caminata difícil pero vale la pena por las vistas y las fotografías. Bueno para el corazón y el alma.,vistas ser uno caminata pero valer el pena por el vista y el fotografia para el corazon y el alma,Positivo,Positivo,Positivo,Subjetivo,Subjetivo,Mixta,,,[8],1,[8],"[6, 8]"
"Es trabajo, pero vale la pena!","Es una subida empinada hasta la calle Aguacate, pero subí por algunos aliados y calles laterales para romperla un poco. Cuando finalmente llegas al edificio, no puedes evitar las escaleras, pero es una vista increíble. Y observe las cerraduras en la valla. Estoy bastante seguro de que tiene algo que ver con los amantes que conmemoran su amor, pero no explica las cerraduras individuales. Y siga adelante y diríjase hacia Aguacate: juraría que tiene un ángulo cercano a los 45 grados.",4,2022-12-01,Puerto_vallarta,Mirador De La Cruz,"Es trabajo, pero vale la pena!. Es una subida empinada hasta la calle Aguacate, pero subí por algunos aliados y calles laterales para romperla un poco. Cuando finalmente llegas al edificio, no puedes evitar las escaleras, pero es una vista increíble. Y observe las cerraduras en la valla. Estoy bastante seguro de que tiene algo que ver con los amantes que conmemoran su amor, pero no explica las cerraduras individuales. Y siga adelante y diríjase hacia Aguacate: juraría que tiene un ángulo cercano a los 45 grados.",ser trabajo pero valer el pena ser uno subida hasta el calle pero subi por alguno aliado y calle para romper él uno poco cuando finalmente llegar al edificio no poder evitar el escalera pero ser uno vista y observir el cerradura en el valla estar bastante de que tener algo que ver con el amante que conmemoran su amor pero no explicar el cerradura y siga adelante y dirijar hacia aguacate jurario que tener uno angulo cercano a el grado,Positivo,Neutro,Positivo,Subjetivo,Mixta,Mixta,,,"[4, 8]",2,[4],"[4, 8]"
salió pasos en,Gran vista . Gran paseo. cosa buena de nuestro primer día. Tengo la disposición de la tierra. hermoso lugar,5,2022-12-01,Puerto_vallarta,Mirador De La Cruz,salió pasos en. Gran vista . Gran paseo. cosa buena de nuestro primer día. Tengo la disposición de la tierra. hermoso lugar.,salio paso visto pasear cosa de nuestro dia tener el disposicion de el tierra lugar,Positivo,Positivo,Positivo,Subjetivo,Mixta,Subjetiva,,,[8],1,[8],[8]
Cerro de la Cruz en Puerto Vallarta,"Partimos desde nuestro hotel, Villa de Palmar, 4 . 5 KM (2, 8 millas) de distancia. La caminata hasta el Mirador La Cruz del Cerro toma alrededor de 20 a 30 minutos y es una caminata constante cuesta arriba con un final de aprox. 300 escalones hasta el mirador. Un agradable paseo para empezar el día antes del calor. ¡Las vistas 360 son espectaculares! !",5,2022-10-01,Puerto_vallarta,Mirador De La Cruz,"Cerro de la Cruz en Puerto Vallarta. Partimos desde nuestro hotel, Villa de Palmar, 4 . 5 KM (2, 8 millas) de distancia. La caminata hasta el Mirador La Cruz del Cerro toma alrededor de 20 a 30 minutos y es una caminata constante cuesta arriba con un final de aprox. 300 escalones hasta el mirador. Un agradable paseo para empezar el día antes del calor. ¡Las vistas 360 son espectaculares! !.",cerro de el cruz en puerto partimo desde nuestro hotel villa de palmar km milla de distancia el caminata hasta el mirador el cruz del cerro tomar alrededor de a minuto y ser uno caminata constante costar arriba con uno final de aprox escalón hasta el mirador uno agradable paseo para empezar el dia antes del calor el vista ser espectacular,Positivo,Positivo,Positivo,Objetivo,Mixta,Mixta,,,"[0, 8]",2,"[0, 8]","[0, 8]"
Hermosa vista que vale la pena subir.,"¡La vista es absolutamente hermosa! Sin embargo, si tiene problemas con las alturas o el vértigo, es posible que desee omitir esto. Después de subir por calles empinadas hasta la base de El Mirador, te reciben unos escalones desalentadores. Son delgados y podrían ser un poco precarios si intentas subirlos.Pero como dije, la vista es absolutamente hermosa.",4,2022-10-01,Puerto_vallarta,Mirador De La Cruz,"Hermosa vista que vale la pena subir. ¡La vista es absolutamente hermosa! Sin embargo, si tiene problemas con las alturas o el vértigo, es posible que desee omitir esto. Después de subir por calles empinadas hasta la base de El Mirador, te reciben unos escalones desalentadores. Son delgados y podrían ser un poco precarios si intentas subirlos.Pero como dije, la vista es absolutamente hermosa.",vista que valer el pena subir el vista ser absolutamente sin embargo si tener problema con el altura o el vertigo ser que desear omitir este despues de subir por calle hasta el base de el mirador tú recibir uno escalón ser delgar y podriar ser uno poco precario si intenta subir él pero como decir el vista ser absolutamente hermoso,Positivo,Positivo,Positivo,Subjetivo,Mixta,Mixta,,,[8],1,[8],[8]
La mejor Vista,Subir es todo un reto pero la vista vale la pena y mas si es para el aterdecer procuren subir 30 min antes ,5,2022-01-01,Puerto_vallarta,Mirador De La Cruz,La mejor Vista. Subir es todo un reto pero la vista vale la pena y mas si es para el aterdecer procuren subir 30 min antes.,el vista subir ser todo uno reto pero el vista valer el pena y mas si ser para el aterdecer procurir subir min antes,Positivo,Positivo,Positivo,Subjetivo,Subjetivo,Mixta,,,[8],1,[8],[8]
Caminata desafiante desde el nivel del mar hasta la cima,"En septiembre de 2022, el sendero sigue cerrado, al igual que el tranvía hasta la cima. Combine la subida directa de escaleras con el intenso calor/humedad (incluso a las 8:00 a. m.) y le pasará factura, incluso si en general está bastante en forma. Definitivamente no se debe hacer en chanclas. Serás mucho más feliz si usas zapatillas resistentes. Esté atento a las arañas enormes en las redes. Sujetan sus telarañas a los pasamanos, por lo que si estás en el lado más alto y caminas demasiado cerca del borde, las colas de telaraña te darán en la cara. No hay instalaciones de ningún tipo en la parte superior. Toma mucha agua. La vista es espectacular.",4,2022-09-01,Puerto_vallarta,Mirador De La Cruz,"Caminata desafiante desde el nivel del mar hasta la cima. En septiembre de 2022, el sendero sigue cerrado, al igual que el tranvía hasta la cima. Combine la subida directa de escaleras con el intenso calor/humedad (incluso a las 8:00 a. m.) y le pasará factura, incluso si en general está bastante en forma. Definitivamente no se debe hacer en chanclas. Serás mucho más feliz si usas zapatillas resistentes. Esté atento a las arañas enormes en las redes. Sujetan sus telarañas a los pasamanos, por lo que si estás en el lado más alto y caminas demasiado cerca del borde, las colas de telaraña te darán en la cara. No hay instalaciones de ningún tipo en la parte superior. Toma mucha agua. La vista es espectacular.",caminata desde el nivel del mar hasta el cima en septiembre de el sendero seguir al que el tranvia hasta el cima combinir el subida de escalera con el calor humedad incluso a el a m y él pasar factura incluso si en este bastante en forma definitivamente no él deber hacer en chancla sera mucho mas si usa zapatilla este a el arana en el red sujetar su telarana a el pasamano por él que si este en el lado mas y caminar demasiado cerca del borde el cola de telarana tú dar en el cara no haber instalación de ningun tipo en el parte tomar mucho agua el vista ser,Positivo,Negativo,Negativo,Subjetivo,Mixta,Mixta,,,[8],1,"[6, 8]","[6, 8]"
Hermosas vistas pero demasiada basura.,"Me encanta esta caminata y Puerto Vallarta, pero toda la basura en la cima y en el camino es triste. ¿Hay algún esfuerzo de coordinación para limpiarlo? Sería espectacular si se limpiara la basura.",3,2022-06-01,Puerto_vallarta,Mirador De La Cruz,"Hermosas vistas pero demasiada basura. Me encanta esta caminata y Puerto Vallarta, pero toda la basura en la cima y en el camino es triste. ¿Hay algún esfuerzo de coordinación para limpiarlo? Sería espectacular si se limpiara la basura.",vista pero demasiado basura yo encantar este caminata y puerto vallarta pero todo el basura en el cima y en el camino ser triste haber algun esfuerzo de coordinacion para limpiar él serio espectacular si él limpiar el basura,Neutro,Neutro,Negativo,Subjetivo,Mixta,Mixta,,,"[8, 13]",2,[8],[8]
Magnifico,"Tiene unas vistas maravillosas, ideal para hacer ejercicio, vale la pena la subid para llegar ahi, lleva ua toalla para secar el sudor",5,2022-05-01,Puerto_vallarta,Mirador De La Cruz,"Magnifico. Tiene unas vistas maravillosas, ideal para hacer ejercicio, vale la pena la subid para llegar ahi, lleva ua toalla para secar el sudor.",tener uno vista maravilloso ideal para hacer ejercicio valer el pena el subid para llegar ahi llevar ua toalla para secar el sudor,Positivo,Positivo,Positivo,Subjetivo,Mixta,Mixta,,,[8],1,"[6, 8]","[6, 8]"
Me encanto estar aqui,"Subir al cerro es un poco pesado, ero vale la pena al final con la vista maravillosa que tiene, ver la puesta de sol desde arriba es genial. ",5,2022-05-01,Puerto_vallarta,Mirador De La Cruz,"Me encanto estar aqui. Subir al cerro es un poco pesado, ero vale la pena al final con la vista maravillosa que tiene, ver la puesta de sol desde arriba es genial.",yo encantar estar aqui subir al cerro ser uno poco ero valer el pena al final con el vista que tener ver el puesta de sol desde arriba ser,Positivo,Positivo,Positivo,Subjetivo,Subjetivo,Subjetiva,,,[8],1,[8],[8]
Escalera maestra Plus,"Para aquellos de ustedes que disfrutan hacer ejercicio en el gimnasio, a través de Stairmaster, tómense un día libre y vengan aquí. Mejor haz ejercicio con una vista increíble, todos deberían venir aquí una o dos veces. Garantizado que te encantará.",5,2022-05-01,Puerto_vallarta,Mirador De La Cruz,"Escalera maestra Plus. Para aquellos de ustedes que disfrutan hacer ejercicio en el gimnasio, a través de Stairmaster, tómense un día libre y vengan aquí. Mejor haz ejercicio con una vista increíble, todos deberían venir aquí una o dos veces. Garantizado que te encantará.",escalera plus para aquel de tú que disfrutar hacer ejercicio en el gimnasio a trav de stairmaster tomense uno dia libre y vengar aqui mejor haz ejercicio con uno vista increible todo deberiar venir aqui uno o dos vez garantizado que tú encantar,Positivo,Positivo,Positivo,Subjetivo,Mixta,Subjetiva,,,"[6, 8]",2,"[6, 8]","[6, 8]"
Fantásticas vistas,"Tengo más de 60 años y estoy razonablemente en forma, pero estaba resoplando cuando llegué a la cima. La forma más fácil de llegar es subir por la calle Abasolo desde el Malecón. Los pros y los contras se pueden describir mejor de la siguiente manera.ventajasEs gratisAbierto las 24 horasExcelentes vistas sobre la ciudad y la bahía.Gran satisfacción cuando llegas a la cima.te mantiene en formaFácil de localizarGrandes oportunidades para tomar fotosContrasEl funicular no funciona actualmente.Es una caminata cuesta arriba empinadaNo apto para personas con problemas de movilidad.No es bueno en un día húmedo",5,2022-05-01,Puerto_vallarta,Mirador De La Cruz,"Fantásticas vistas. Tengo más de 60 años y estoy razonablemente en forma, pero estaba resoplando cuando llegué a la cima. La forma más fácil de llegar es subir por la calle Abasolo desde el Malecón. Los pros y los contras se pueden describir mejor de la siguiente manera.ventajasEs gratisAbierto las 24 horasExcelentes vistas sobre la ciudad y la bahía.Gran satisfacción cuando llegas a la cima.te mantiene en formaFácil de localizarGrandes oportunidades para tomar fotosContrasEl funicular no funciona actualmente.Es una caminata cuesta arriba empinadaNo apto para personas con problemas de movilidad.No es bueno en un día húmedo.",vistas tener mas de ano y estar razonablemente en forma pero estar resoplar cuando llegar a el cima el forma mas de llegar ser subir por el calle desde el malecon el pro y el contra él poder describir mejor de el siguiente manera ventajás gratisabierto el horasexcelent visto sobre el ciudad y el bahia gran satisfaccion cuando llegar a el cima tú mantener en formafacil de localizargrand oportunidad para tomar fotoscontrasel funicular no funcionar actualmente ser uno caminata costar arriba empinadano apto para persona con problema de movilidad no ser bueno en uno dia humedo,Positivo,Positivo,Positivo,Subjetivo,Mixta,Mixta,,,[8],1,"[2, 8]","[2, 8]"
