Titulo,Review,TipoViaje,Calificacion,OrigenAutor,FechaOpinion,FechaEstadia,Ciudad,Atraccion,TituloReview,Sentimiento,SentimientoHF
Debo ver,Qué lugar tan fabuloso. Hay mucho que me gusta del lugar. Desde la ‘cortina’ Tiffany hasta la cúpula y el buen rastrillo en los asientos.,Amigos,5,"Londres, UK",2025-02-23,2025-02-01,Cdmx,Palacio De Bellas Artes,Debo ver Qué lugar tan fabuloso. Hay mucho que me gusta del lugar. Desde la ‘cortina’ Tiffany hasta la cúpula y el buen rastrillo en los asientos.,Positivo,Positivo
Arquitectura asombrosa.,"¡Hermosa arquitectura con un hermoso parque cercano! Además, hay muchos vendedores ambulantes en la zona. Una visita obligada en el centro de la Ciudad de México.",Solitario,5,anonimo,2025-02-21,2025-02-01,Cdmx,Palacio De Bellas Artes,"Arquitectura asombrosa. ¡Hermosa arquitectura con un hermoso parque cercano! Además, hay muchos vendedores ambulantes en la zona. Una visita obligada en el centro de la Ciudad de México.",Positivo,Positivo
¡Alucinante!,"IT es una parada OBLIGADA para cualquier amante del arte, cuando visite la Ciudad de México. Excelente colección de Riveira y Sikeiros. Y todo eso en un hermoso espacio.",Amigos,5,anonimo,2025-02-16,2025-02-01,Cdmx,Palacio De Bellas Artes,"¡Alucinante! IT es una parada OBLIGADA para cualquier amante del arte, cuando visite la Ciudad de México. Excelente colección de Riveira y Sikeiros. Y todo eso en un hermoso espacio.",Positivo,Positivo
Sensacional,"El hecho de que haya guías y te expliquen los murales, lo hace sorpréndete te ya que nos ayuda a entender o interpretarlas de una manera más fácil.",Amigos,5,"Ciudad de México, México",2025-02-15,2025-02-01,Cdmx,Palacio De Bellas Artes,"Sensacional El hecho de que haya guías y te expliquen los murales, lo hace sorpréndete te ya que nos ayuda a entender o interpretarlas de una manera más fácil.",Positivo,Positivo
Hermoso,"Se ve hermoso de noche, y ese parque es una fiesta en cada esquina, sonideros y al gente bailando, recomiendo no saltarse esa actividad",Familia,5,Esmeralda l,2025-02-12,2025-02-01,Cdmx,Palacio De Bellas Artes,"Hermoso Se ve hermoso de noche, y ese parque es una fiesta en cada esquina, sonideros y al gente bailando, recomiendo no saltarse esa actividad",Positivo,Positivo
Sitio histórico,"Es un lugar lleno de historia, tanto en las afueras como en su interior. Los domingos la entrada es gratuita y hacen recorridos guiados muy interesantes donde hablan de la historia de los murales. También se presenta el ballet folklórico, un evento para conocer más de la música, danza y cultura mexicana.",Solitario,4,Opiniones en español,2025-02-09,2025-01-01,Cdmx,Palacio De Bellas Artes,"Sitio histórico Es un lugar lleno de historia, tanto en las afueras como en su interior. Los domingos la entrada es gratuita y hacen recorridos guiados muy interesantes donde hablan de la historia de los murales. También se presenta el ballet folklórico, un evento para conocer más de la música, danza y cultura mexicana.",Positivo,Positivo
Fachada increíblemente hermosa,"Diseñado por Adamo Boari en 1904 y terminado después de un paréntesis en 1932 por el arquitecto mexicano Federico Mariscal, este es uno de los edificios más hermosos de México. Pequeños pero elegantes jardines conducen el ojo, el pie y la persona inevitablemente a una fachada enormemente impresionante. Un edificio del que estar orgulloso.",Pareja,4,anonimo,2025-01-30,2025-01-01,Cdmx,Palacio De Bellas Artes,"Fachada increíblemente hermosa Diseñado por Adamo Boari en 1904 y terminado después de un paréntesis en 1932 por el arquitecto mexicano Federico Mariscal, este es uno de los edificios más hermosos de México. Pequeños pero elegantes jardines conducen el ojo, el pie y la persona inevitablemente a una fachada enormemente impresionante. Un edificio del que estar orgulloso.",Positivo,Positivo
Muy bonito,"“Es una visita obligatoria si estás en la Ciudad de México, ya que destaca por su belleza en cada rincón. Cada detalle, desde su arquitectura hasta sus alrededores, ofrece una experiencia visual impresionante que no te puedes perder.”",Familia,4,"Bogotá, Colombia",2025-01-14,2025-01-01,Cdmx,Palacio De Bellas Artes,"Muy bonito “Es una visita obligatoria si estás en la Ciudad de México, ya que destaca por su belleza en cada rincón. Cada detalle, desde su arquitectura hasta sus alrededores, ofrece una experiencia visual impresionante que no te puedes perder.”",Positivo,Positivo
Muy asequible. Lo recomiendo.,"Aunque no he viajado por Europa, África y Asia, sí he estado en algunos museos en mi juventud y tengo que decir que este es uno de los mejores. Para ser sincera, no pensé que fuera a ser tan maravilloso, tan accesible y tan acogedor.",Familia,5,anonimo,2025-01-13,2025-01-01,Cdmx,Palacio De Bellas Artes,"Muy asequible. Lo recomiendo. Aunque no he viajado por Europa, África y Asia, sí he estado en algunos museos en mi juventud y tengo que decir que este es uno de los mejores. Para ser sincera, no pensé que fuera a ser tan maravilloso, tan accesible y tan acogedor.",Positivo,Positivo
Disfruta del audio tour de los murales,"Gran manera de ver a los muralistas, hermosa arquitectura y arte impresionante. El show de Angela Gurria fue tremendo. Consejo importante: pida a un guía de habla inglesa el código QR para una grabación de audio guiada en inglés que describa los murales. Gratis y mejora totalmente la visualización y apreciación de los murales. Otro viaje es tomar un descanso a mitad de visita y tomar una cerveza o café o aperitivo en el encantador café.",Amigos,5,"Washington DC, Distrito de Columbia",2025-01-08,2025-01-01,Cdmx,Palacio De Bellas Artes,"Disfruta del audio tour de los murales Gran manera de ver a los muralistas, hermosa arquitectura y arte impresionante. El show de Angela Gurria fue tremendo. Consejo importante: pida a un guía de habla inglesa el código QR para una grabación de audio guiada en inglés que describa los murales. Gratis y mejora totalmente la visualización y apreciación de los murales. Otro viaje es tomar un descanso a mitad de visita y tomar una cerveza o café o aperitivo en el encantador café.",Positivo,Positivo
¡Una pérdida de tiempo!,"¡Me alegro de no tener que pagar para entrar en este absolutamente aburrido museo de arte! No tenía obras de arte significativas y aparte de que el edificio real era hermoso, eso es todo! Hazte un favor y consigue un Uber para el Museo GRATUITO Soumaya, que tiene muchas obras de arte de artistas conocidos como Renoir, Van Gogh, Pissarro y esculturas de Rodan.",Solitario,1,anonimo,2024-12-30,2024-12-01,Cdmx,Palacio De Bellas Artes,"¡Una pérdida de tiempo! ¡Me alegro de no tener que pagar para entrar en este absolutamente aburrido museo de arte! No tenía obras de arte significativas y aparte de que el edificio real era hermoso, eso es todo! Hazte un favor y consigue un Uber para el Museo GRATUITO Soumaya, que tiene muchas obras de arte de artistas conocidos como Renoir, Van Gogh, Pissarro y esculturas de Rodan.",Negativo,Negativo
Hermoso edificio y murales,"Lo visité en un domingo libre de lo contrario no habría podido encajar esto en mi viaje. Estaba ocupado como se esperaba, así que mi consejo es, evitar el día libre si puedes permitírtelo. El detalle interior art déco es maravilloso, como siempre el exterior y sus características. Los murales son enormes y me encantó llevarlos a diferentes niveles. Vi arte interesante en las pequeñas salas de exposición. Me encantó el modelo en sección 3D y los dibujos técnicos en la planta superior. Lamentablemente no pude ver la sala de teatro y mi intento de comprar entradas para el ballet no se alineó en cuanto a fechas. Cafetería y librería / recuerdos en el sitio.  1 . 5 horas felizmente pasado aquí. Entré en Sears para tener una vista desde el otro lado de la calle y tomar un bocado en el café del 6o piso, pero la cola era demasiado larga, así que abandoné esa idea.",Pareja,5,Estados Unidos,2024-12-29,2024-12-01,Cdmx,Palacio De Bellas Artes,"Hermoso edificio y murales Lo visité en un domingo libre de lo contrario no habría podido encajar esto en mi viaje. Estaba ocupado como se esperaba, así que mi consejo es, evitar el día libre si puedes permitírtelo. El detalle interior art déco es maravilloso, como siempre el exterior y sus características. Los murales son enormes y me encantó llevarlos a diferentes niveles. Vi arte interesante en las pequeñas salas de exposición. Me encantó el modelo en sección 3D y los dibujos técnicos en la planta superior. Lamentablemente no pude ver la sala de teatro y mi intento de comprar entradas para el ballet no se alineó en cuanto a fechas. Cafetería y librería / recuerdos en el sitio.  1 . 5 horas felizmente pasado aquí. Entré en Sears para tener una vista desde el otro lado de la calle y tomar un bocado en el café del 6o piso, pero la cola era demasiado larga, así que abandoné esa idea.",Positivo,Positivo
Murales,"Muchos murales y obras de arte de varios artistas mexicanos, incluido Diego Rivera, se muestran en 3 plantas. También exposiciones temporales de otros artistas de otras formas de arte (vidrio, etc). El famoso mural de Diego Rivera ""El hombre en la encrucijada"" es bastante fresco de ver. El edificio en sí es muy magnífico de ver en sí mismo. Museo es de visita gratuita los domingos, de lo contrario es de $ 95 Pesos Mexicanos.",Amigos,5,"Wellington, Nueva Zelanda",2024-12-24,2024-12-01,Cdmx,Palacio De Bellas Artes,"Murales Muchos murales y obras de arte de varios artistas mexicanos, incluido Diego Rivera, se muestran en 3 plantas. También exposiciones temporales de otros artistas de otras formas de arte (vidrio, etc). El famoso mural de Diego Rivera ""El hombre en la encrucijada"" es bastante fresco de ver. El edificio en sí es muy magnífico de ver en sí mismo. Museo es de visita gratuita los domingos, de lo contrario es de $ 95 Pesos Mexicanos.",Positivo,Positivo
"Había anticipado ver mucho arte nacional, pero me decepcionó.","La estructura es una maravilla en sí misma. Aunque la entrada es gratuita, no hay mucho que ver aparte de los murales del segundo piso;",Familia,4,anonimo,2024-12-17,2024-12-01,Cdmx,Palacio De Bellas Artes,"Había anticipado ver mucho arte nacional, pero me decepcionó. La estructura es una maravilla en sí misma. Aunque la entrada es gratuita, no hay mucho que ver aparte de los murales del segundo piso;",Positivo,Negativo
"Ballet folclórico de Amalia Hernandez vale la pena, a pesar del personal grosero","Fuimos a ver el ballet folclórico de Amalia Hernandez. Excelente espectáculo y el teatro muy bello en su arquitectura y diseño. Mucho desorden para el ingreso pues los ""ujieres"" no saben nada y te manda de allá para acá.  Llegamos tipo 5 y 10 con boletos electrónicos para no hacer filas y la entrada era a las 5:30 pm. No hay baños disponibles a menos que tengas un boleto y no te dejan pasar hasta pasadas las 5:30. Igual tuvimos que hacer fila para ingresar a la sala, de pie junto con personas mayores y sin sitio para sentarse. A pesar de haber revisado nuestros boletos nos mandaron al área equivocada. El personal de muy mal talante y malhumorado. Eso disminuye el disfrute de un espectáculo de primera. Vayan preparados y con paciencia si tienen que ir al baño. El tránsito para llegar simplemente imposible. Mejor llegar en metro.",Pareja,4,AnaVioleta781973,2024-12-08,2024-12-01,Cdmx,Palacio De Bellas Artes,"Ballet folclórico de Amalia Hernandez vale la pena, a pesar del personal grosero Fuimos a ver el ballet folclórico de Amalia Hernandez. Excelente espectáculo y el teatro muy bello en su arquitectura y diseño. Mucho desorden para el ingreso pues los ""ujieres"" no saben nada y te manda de allá para acá.  Llegamos tipo 5 y 10 con boletos electrónicos para no hacer filas y la entrada era a las 5:30 pm. No hay baños disponibles a menos que tengas un boleto y no te dejan pasar hasta pasadas las 5:30. Igual tuvimos que hacer fila para ingresar a la sala, de pie junto con personas mayores y sin sitio para sentarse. A pesar de haber revisado nuestros boletos nos mandaron al área equivocada. El personal de muy mal talante y malhumorado. Eso disminuye el disfrute de un espectáculo de primera. Vayan preparados y con paciencia si tienen que ir al baño. El tránsito para llegar simplemente imposible. Mejor llegar en metro.",Positivo,Neutro
